🕘️公告,#genre#
印度|Makkal TV,https://smart.pendy.dpdns.org/Smart.php?id=Makkaltv
印度|Zee Action,https://smart.pendy.dpdns.org/Smart.php?id=Zeeaction
印度|Astro KTV,https://smart.pendy.dpdns.org/Smart.php?id=Astroktv
印度|Zee TV HD,https://smart.pendy.dpdns.org/Smart.php?id=Zeetvhd
印度|Zee Cinema HD,https://smart.pendy.dpdns.org/Smart.php?id=Zeecinemahd
印度|Color HD,https://smart.pendy.dpdns.org/Smart.php?id=Colorhd
印度|Starplus HD,https://smart.pendy.dpdns.org/Smart.php?id=Starplushd
印度|Picture HD,https://smart.pendy.dpdns.org/Smart.php?id=Npicture
印度|Zee News,https://smart.pendy.dpdns.org/Smart.php?id=Zeenews
印度|Asianet,https://smart.pendy.dpdns.org/Smart.php?id=asianet_raj
印度|Asianet News,https://smart.pendy.dpdns.org/Smart.php?id=asianetnews_raj
印度|Discovery World Tamil,https://smart.pendy.dpdns.org/Smart.php?id=discoveryworldtam_raj
印度|History Tamil,https://smart.pendy.dpdns.org/Smart.php?id=historytam_raj
印度|NatGeo Tamil,https://smart.pendy.dpdns.org/Smart.php?id=natgeotamil_raj
印度|Natgeo Wild Tamil,https://smart.pendy.dpdns.org/Smart.php?id=natgeowildtamil_raj
印度|Discovery Kids Tamil,https://smart.pendy.dpdns.org/Smart.php?id=discoverykidtamil_raj
印度|Discovery Tamil,https://smart.pendy.dpdns.org/Smart.php?id=discoverytamil_raj
印度|Sony Yay Tamil,https://smart.pendy.dpdns.org/Smart.php?id=sonyyaytam_raj
印度|Sun TV India,https://smart.pendy.dpdns.org/Smart.php?id=suntv_raj
印度|Starmaa HD,https://smart.pendy.dpdns.org/Smart.php?id=starmaa_raj
印度|Starmaa Movies HD,https://smart.pendy.dpdns.org/Smart.php?id=starmaamovies_raj
印度|Bollyone,https://smart.pendy.dpdns.org/Smart.php?id=Bollyone
印度|Vijay Super,https://smart.pendy.dpdns.org/Smart.php?id=vijaysuper_raj
印度|Vellithirai,https://smart.pendy.dpdns.org/Smart.php?id=Vellithirai
泰国|Channel 3 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch3_pat
泰国|Channel 5 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch5_pat
泰国|Channel 7 Thailand,https://smart.pendy.dpdns.org/Smart.php?id=ch7_pat
泰国|MCOT HD Thailand-1,https://smart.pendy.dpdns.org/Smart.php?id=mcot_pat
泰国|PPTV Thailand1,https://smart.pendy.dpdns.org/Smart.php?id=pptv_pat
泰国|Thai Thai,https://smart.pendy.dpdns.org/Smart.php?id=thaithai_pat
泰国|Amarin,https://smart.pendy.dpdns.org/Smart.php?id=amarin_pat
泰国|Ch 8,https://smart.pendy.dpdns.org/Smart.php?id=ch8_pat
泰国|GmmOne,https://smart.pendy.dpdns.org/Smart.php?id=gmmone_pat
泰国|Mono,https://smart.pendy.dpdns.org/Smart.php?id=mono_pat
泰国|Thairath,https://smart.pendy.dpdns.org/Smart.php?id=thairath_pat
泰国|tpbs,https://smart.pendy.dpdns.org/Smart.php?id=tpbs_pat
泰国|Workpoint,https://smart.pendy.dpdns.org/Smart.php?id=workpoint_pat
泰国|Gmm Channel,https://smart.pendy.dpdns.org/Smart.php?id=gmmchannel_pat
泰国|Nation,https://smart.pendy.dpdns.org/Smart.php?id=nation_pat
泰国|Tnn24,https://smart.pendy.dpdns.org/Smart.php?id=tnn24_pat
泰国|Nbt,https://smart.pendy.dpdns.org/Smart.php?id=nbt_pat
泰国|New,https://smart.pendy.dpdns.org/Smart.php?id=new_pat
泰国|TPTV,https://smart.pendy.dpdns.org/Smart.php?id=tptv_pat
英国|BBC 1,https://smart.pendy.dpdns.org/Smart.php?id=bbc1_antik
英国|BBC 2,https://smart.pendy.dpdns.org/Smart.php?id=bbc2_antik
英国|CBBC,https://smart.pendy.dpdns.org/Smart.php?id=cbbc_antik
英国|More4,https://smart.pendy.dpdns.org/Smart.php?id=more4_antik
英国|Freesports,https://smart.pendy.dpdns.org/Smart.php?id=freesports_antik
英国|Pick TV,https://smart.pendy.dpdns.org/Smart.php?id=picktv_antik
英国|itv 1,https://smart.pendy.dpdns.org/Smart.php?id=itv1_antik
英国|itv 2,https://smart.pendy.dpdns.org/Smart.php?id=itv2_antik
英国|Euronews,https://smart.pendy.dpdns.org/Smart.php?id=euronews_antik
英国|Channel 4,https://smart.pendy.dpdns.org/Smart.php?id=channel4_antik
英国|BBC World News,https://smart.pendy.dpdns.org/Smart.php?id=bbcworldnews_antik
越南|ANTV,https://smart.pendy.dpdns.org/Smart.php?id=viet_antv
越南|VTV 1,https://smart.pendy.dpdns.org/Smart.php?id=viet_vtv1
越南|VTV 7,https://smart.pendy.dpdns.org/Smart.php?id=viet_vtv7
越南|HTV 7,https://smart.pendy.dpdns.org/Smart.php?id=viet_htv7
越南|HTV 9,https://smart.pendy.dpdns.org/Smart.php?id=viet_htv9
越南|BPTV 2,https://smart.pendy.dpdns.org/Smart.php?id=viet_bptv2
越南|BRT HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_brt
越南|Ca Mau TV,https://smart.pendy.dpdns.org/Smart.php?id=viet_camautv
越南|Danang TV1 HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_danangtv1
越南|Danang TV2 HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_danangtv2
越南|HBTV HD,https://smart.pendy.dpdns.org/Smart.php?id=viet_hbtv
越南|PTTH 1,https://smart.pendy.dpdns.org/Smart.php?id=viet_ptth1
韩国|Arirang HD,https://smart.pendy.dpdns.org/Smart.php?id=arirang_korea
韩国|Yonhap News,https://smart.pendy.dpdns.org/Smart.php?id=yonhapnews_korea
韩国|CBS,https://smart.pendy.dpdns.org/Smart.php?id=cbs_korea
韩国|EBS 1,https://smart.pendy.dpdns.org/Smart.php?id=ebs1_korea
韩国|EBS2,https://smart.pendy.dpdns.org/Smart.php?id=ebs2_korea
韩国|EBS Plus2,https://smart.pendy.dpdns.org/Smart.php?id=ebsplus2_korea
韩国|SBS Plus,https://smart.pendy.dpdns.org/Smart.php?id=sbsplus_korea
韩国|YTN,https://smart.pendy.dpdns.org/Smart.php?id=ytn_korea
韩国|KBS World 24,https://smart.pendy.dpdns.org/Smart.php?id=kbsworld24_korea
韩国|YTN Science,https://smart.pendy.dpdns.org/Smart.php?id=ytnscience_korea
韩国|YTN Korean,https://smart.pendy.dpdns.org/Smart.php?id=ytnkorean_korea
韩国|YTN DMB,https://smart.pendy.dpdns.org/Smart.php?id=ytndmb_korea
韩国|Apps TV,https://smart.pendy.dpdns.org/Smart.php?id=appongoogle_korea
韩国|All the Kpop,https://smart.pendy.dpdns.org/Smart.php?id=allthekpop_korea
韩国|J the Kpop,https://smart.pendy.dpdns.org/Smart.php?id=jthekpop_korea
韩国|EBS Kids,https://smart.pendy.dpdns.org/Smart.php?id=ebskids_korea
韩国|CGNTV,https://smart.pendy.dpdns.org/Smart.php?id=cgntv_korea
日本|NHK-総合-2,https://smart.pendy.dpdns.org/Smart.php?id=nhkg_japan
日本|NHK-E,https://smart.pendy.dpdns.org/Smart.php?id=nhke_japan
日本|テレビ朝日 Asahi TV,https://smart.pendy.dpdns.org/Smart.php?id=asahitv_japan
日本|JET 綜合,https://smart.pendy.dpdns.org/Smart.php?id=jettv_japan
日本|テレビ東京 Tokyo TV,https://smart.pendy.dpdns.org/Smart.php?id=tokyotv_japan
日本|TOKYOMX,https://smart.pendy.dpdns.org/Smart.php?id=tokyomx_japan
日本|NHKBS1,https://smart.pendy.dpdns.org/Smart.php?id=nhkbs1_japan
日本|NHKBSプレミア Premium,https://smart.pendy.dpdns.org/Smart.php?id=nhkpremium_japan
日本|BSジャパン 181,https://smart.pendy.dpdns.org/Smart.php?id=bs181_japan
日本|BSフジ BS Fuji,https://smart.pendy.dpdns.org/Smart.php?id=bsfuji_japan
日本|CNA Japan,https://smart.pendy.dpdns.org/Smart.php?id=cna_japan
日本|BS-TBS,https://smart.pendy.dpdns.org/Smart.php?id=bstbs_japan
日本|NHK Oaska,https://smart.pendy.dpdns.org/Smart.php?id=nhkosaka_japan

AMC NETWORK,http://212.102.60.231/AMC_NETWORK/index.m3u8
BET EAST,http://212.102.60.231/BET_EAST/index.m3u8
BET HER,http://212.102.60.231/BET_HER/index.m3u8
MGM+ Marquee,http://212.102.60.231/EPIX_HITS/index.m3u8
MOTOR TREND,http://212.102.60.231/MOTOR_TREND/index.m3u8
MTV,http://212.102.60.231/MTV/index.m3u8
HBO FAMILY,http://212.102.60.231/HBO_FAMILY/index.m3u8
HBO 2,http://212.102.60.231/HBO_2/index.m3u8
DISNEY,https://fl3.moveonjoy.com/DISNEY_XD/index.m3u8
HBO,http://212.102.60.231/HBO/index.m3u8
World Fishing Network ,http://212.102.60.231/WORLD_FISHING_NETWORK/index.m3u8
TSN1,http://212.102.60.231/TSN_1/index.m3u8
TSN2,http://212.102.60.231/TSN_2/index.m3u8
TSN3,http://212.102.60.231/TSN_3/index.m3u8
TSN4,http://212.102.60.231/TSN_4/index.m3u8
TSN5,http://212.102.60.231/TSN_5/index.m3u8
vivid-red,https://oklivetv.com/xplay/m3u8/N1VQM0VBOUNWbVZwQzZOZUpSR3JVZz09.m3u8
 
🇺🇸美国,#genre# 
News max,http://nmxlive.akamaized.net/hls/live/529965/Live_1/index.m3u8
CNN,https://d1vnr7amzbx49s.cloudfront.net/index_1.m3u8
ABC_EAST,https://fl1.moveonjoy.com/ABC_EAST/index.m3u8
ACC_NETWORK,https://fl1.moveonjoy.com/ACC_NETWORK/index.m3u8
Animal_Planet,https://fl1.moveonjoy.com/Animal_Planet/index.m3u8
AMC_NETWORK,https://fl1.moveonjoy.com/AMC_NETWORK/index.m3u8
American_Heroes,https://fl1.moveonjoy.com/American_Heroes_Channel/index.m3u8
BRAVO,https://fl1.moveonjoy.com/BRAVO/index.m3u8
TNT,https://fl1.moveonjoy.com/TNT/index.m3u8

BBC_AMERICA,https://fl1.moveonjoy.com/BBC_AMERICA/index.m3u8
BBC_WORLD,https://fl1.moveonjoy.com/BBC_WORLD_NEWS/index.m3u8
BEIN_SPORTS,https://fl1.moveonjoy.com/BEIN_SPORTS/index.m3u8
BET_EAST,https://fl1.moveonjoy.com/BET_EAST/index.m3u8

BET_HER,https://fl1.moveonjoy.com/BET_HER/index.m3u8
BET_SOUL,https://fl1.moveonjoy.com/BET_SOUL/index.m3u8
BET_Jams,https://fl1.moveonjoy.com/BET_Jams/index.m3u8
BLOOMBERG,https://fl1.moveonjoy.com/BLOOMBERG/index.m3u8
BOOMERANG,https://fl1.moveonjoy.com/BOOMERANG/index.m3u8
C-SPAN,https://fl1.moveonjoy.com/C-SPAN/index.m3u8
CBS_SPORTS,https://fl1.moveonjoy.com/CBS_SPORTS_NETWORK/index.m3u8
CBSEAST,https://fl1.moveonjoy.com/CBSEAST/index.m3u8
CMT,https://fl1.moveonjoy.com/CMT/index.m3u8
Comedy_Central,https://fl1.moveonjoy.com/Comedy_Central/index.m3u8
COOKING,https://fl1.moveonjoy.com/COOKING_CHANNEL/index.m3u8
DISCOVERY_FAMILY_CHANNEL,https://fl1.moveonjoy.com/DISCOVERY_FAMILY_CHANNEL/index.m3u8
E_ENTERTAINMENT_TELEVISION,https://fl1.moveonjoy.com/E_ENTERTAINMENT_TELEVISION/index.m3u8
FOOD_NETWORK,https://fl1.moveonjoy.com/FOOD_NETWORK/index.m3u8
INVESTIGATION_DISCOVERY,https://fl1.moveonjoy.com/INVESTIGATION_DISCOVERY/index.m3u8
ION_TV,https://fl1.moveonjoy.com/ION_TV/index.m3u8
LIFETIME_MOVIE_NETWORK,https://fl1.moveonjoy.com/LIFETIME_MOVIE_NETWORK/index.m3u8
ME_TV,https://fl1.moveonjoy.com/ME_TV/index.m3u8
MLB_NETWOR,https://fl1.moveonjoy.com/MLB_NETWORK/index.m3u8
MOTOR_TREND,https://fl1.moveonjoy.com/MOTOR_TREND/index.m3u8
MSNBC,https://fl1.moveonjoy.com/MSNBC/index.m3u8
NEWS_NATION,https://fl1.moveonjoy.com/NEWS_NATION/index.m3u8
NFL_NETWORK,https://fl1.moveonjoy.com/NFL_NETWORK/index.m3u8
wwe,https://fl3.moveonjoy.com/WWE/index.m3u8
movie sphere,https://samsunguk-moviesphereuk-samsung-uk-s7xaa.amagi.tv/ts-eu-w1-n2/playlist/samsunguk-moviesphereuk-samsung-uk/playlist.m3u8



🇯🇵日本,#genre# 
NHK総合 東京 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS291&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK教育 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS292&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
日本テレビ (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS294&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
TBSテレビ (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS296&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
フジテレビ (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS298&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
テレビ朝日 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS295&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
テレビ東京 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS297&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK総合 東京 (vthanh),http://vthanh.utako.moe/NHK_G/index.m3u8
NHK教育 (vthanh),http://vthanh.utako.moe/NHK_E/index.m3u8
日本テレビ (vthanh),http://vthanh.utako.moe/Nippon_TV/index.m3u8
TBSテレビ (vthanh),http://vthanh.utako.moe/TBS/index.m3u8
フジテレビ (vthanh),http://vthanh.utako.moe/Fuji_TV/index.m3u8
テレビ朝日 (vthanh),http://vthanh.utako.moe/TV_Asahi/index.m3u8
テレビ東京 (vthanh),http://vthanh.utako.moe/TV_Tokyo/index.m3u8
 TOKYO MX1 (vthanh),http://vthanh.utako.moe/Tokyo_MX1/index.m3u8
 MBS毎日放送 (vthanh),http://vthanh.utako.moe/mbs/index.m3u8
 ABC朝日放送 (vthanh),http://vthanh.utako.moe/abc/index.m3u8
 カンテレ (vthanh),http://vthanh.utako.moe/kansaitv/index.m3u8
 読売テレビ (vthanh),http://vthanh.utako.moe/ytv/index.m3u8
 テレビ大阪 (vthanh),http://vthanh.utako.moe/tvo/index.m3u8
KBS京都 (vthanh),http://vthanh.utako.moe/kbs/index.m3u8
 サンテレビ (vthanh),http://vthanh.utako.moe/suntv/index.m3u8
NHK BS (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS101&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK BSP4K (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS103&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BS日テレ (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS141&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BS朝日 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS151&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BS-TBS (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS161&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BSテレ東 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS171&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BSフジ (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS181&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
WOWOWプライム (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS191&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
WOWOWライブ (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS192&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
WOWOWシネマ  (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS193&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
スターチャンネル (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS200&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
BSアニマックス (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS236&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
釣りビジョン (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS251&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
Mnet (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS241&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS 1 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS242&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS 2 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS243&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS 3 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS244&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
JSPORTS 4 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS245&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
日本映画専門チャンネル (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=BS255&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK BS (vthanh),http://vthanh.utako.moe/NHK_BS/index.m3u8
NHK BS4K (vthanh),http://vthanh.utako.moe/bsp4k/index.m3u8
BS日テレ (vthanh),http://vthanh.utako.moe/bsntv/index.m3u8
BS朝日 (vthanh),http://vthanh.utako.moe/bsasahi/index.m3u8
BS-TBS (vthanh),http://vthanh.utako.moe/bstbs/index.m3u8
BSテレ東 (vthanh),http://vthanh.utako.moe/bstvtokyo/index.m3u8
BSフジ (vthanh),http://vthanh.utako.moe/bsfuji/index.m3u8
BS10 (vthanh),http://vthanh.utako.moe/bs10/index.m3u8
BS11 (vthanh),http://vthanh.utako.moe/BS11/index.m3u8
WOWOWプライム (vthanh),http://vthanh.utako.moe/wprime/index.m3u8
WOWOWライブ (vthanh),http://vthanh.utako.moe/wlive/index.m3u8
WOWOWシネマ (vthanh),http://vthanh.utako.moe/wcinema/index.m3u8
グリーンチャンネル (vthanh),http://vthanh.utako.moe/green/index.m3u8
BSアニマックス (vthanh),http://vthanh.utako.moe/Animax/index.m3u8
JSPORTS 1 (vthanh),http://vthanh.utako.moe/js1/index.m3u8
JSPORTS 2 (vthanh),http://vthanh.utako.moe/js2/index.m3u8
JSPORTS 3 (vthanh),http://vthanh.utako.moe/js3/index.m3u8
JSPORTS 4 (vthanh),http://vthanh.utako.moe/js4/index.m3u8
AT-X,http://vthanh.utako.moe/AT-X/index.m3u8
Pigoo,http://vthanh.utako.moe/pigoo/index.m3u8
TBS Channel 1,http://vthanh.utako.moe/tbsch1/index.m3u8
TBS Channel 2,http://vthanh.utako.moe/tbsch2/index.m3u8
Space Shower TV,http://vthanh.utako.moe/spaceshower/index.m3u8
ディズニーチャンネル,http://vthanh.utako.moe/disneychan/index.m3u8
アクションチャンネル (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS311&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
Dlife (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS312&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
チャンネル銀河 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS305&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
ファミリー劇場 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS293&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
GAORA (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS254&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
ゴルフネットワーク (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS262&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
歌謡ポップスチャンネル (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS329&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
キッズステーション (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS330&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
ホームドラマチャンネル (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS294&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
LaLaTV (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS314&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
日テレジータス (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS257&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
チャンネルNECO (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS223&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
ムービープラス (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS240&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
Music ON TV! (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS325&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
東映チャンネル (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS218&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
時代劇専門チャンネル (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS292&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
囲碁・将棋チャンネル (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS363&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
スーパー!ドラマTV (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS310&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
スカイA (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS250&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
日テレNEWS24 (Willfon),https://stream02.willfonk.com/live_playlist.m3u8?cid=CS349&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
 

 

🇰🇷韩国,#genre#
ABN TV (720p),https://vod2.abn.co.kr/IPHONE/abn.m3u8
 
Arirang Radio (720p),http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/playlist.m3u8
BBC News Asia Pacific (720p),https://cdn4.skygo.mn/live/disk1/BBC_News/HLSv3-FTA/BBC_News.m3u8
BBS Buddhist Broadcasting (1080p),http://bbstv.clouducs.com:1935/bbstv-live/livestream/playlist.m3u8
CGNTV South Korea (1080p),https://du35ivadp6cxj.cloudfront.net/out/v1/81781d23cbbf490990b2aa9181d4ce19/CGNWebLiveKR.m3u8
CJ OnStyle (540p),https://live-ch1.cjonstyle.net/cjmalllive/stream2/playlist.m3u8
EWTN Africa Asia (720p),https://cdn3.wowza.com/1/ZVBYYXFLLzE0c3NC/Qk1FMURC/hls/live/playlist.m3u8
EWTN Asia-Pacific (720p) [Not 24/7],https://cdn3.wowza.com/1/QmVNUVhTNTZSS3Uz/YWQ0aHpi/hls/live/playlist.m3u8
GCN24 Korean (720p),http://liveko24-manminglobal3.ktcdn.co.kr/liveko24/gcnko_1300k.stream/playlist.m3u8
GoodTV (1080p),http://mobliestream.c3tv.com:1935/live/goodtv.sdp/playlist.m3u8
Gugbang TV (1080p) [Not 24/7],http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
Home & Shopping (720p),https://s28.qtcdn.co.kr/media/liveM3U8/idx/518045142/enc/1860408350/playlist.m3u8
KBS 1TV [Not 24/7],http://mytv.dothome.co.kr/ch/public/1.php
KBS 2TV [Not 24/7],http://mytv.dothome.co.kr/ch/public/3.php
KBS Drama (480p),http://mytv.dothome.co.kr/ch/catv/2.php
KBS Life (480p),http://mytv.dothome.co.kr/ch/catv/5.php
KBS LiveCam DokDo (540p),http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
KCTV 광주 CH05 (720p) [Not 24/7],http://119.77.96.184:1935/chn05/chn05/playlist.m3u8
Korean Song Channel (720p),http://live.kytv.co.kr:8080/hls/stream.m3u8
Lotte OneTV (720p),https://onetvhlslive.lotteimall.com/lotteonetvlive/lotteonetvlive.mp4.m3u8
MBC Andong (안동 MBC) (360p) [Not 24/7],http://andong.webcasting.co.kr/live/mbc/playlist.m3u8
MBC Chuncheon (춘천 MBC) (480p) [Not 24/7],https://stream.chmbc.co.kr/TV/myStream/playlist.m3u8
MBC Jeju (제주 MBC) (352p) [Not 24/7],https://wowza.jejumbc.com/live/tv_jejumbc/playlist.m3u8
MBC Mokpo (목포 MBC) (720p) [Not 24/7],http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
MBC Yeosu (여수 MBC) (1080p) [Not 24/7],https://5c3639aa99149.streamlock.net/live_TV/tv/playlist.m3u8
NHTV (720p),http://nonghyup.flive.skcdn.com/nonghyup/_definst_/nhlive/playlist.m3u8
SBS CJB (540p) [Not 24/7],http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
SBS JTV (406p) [Not 24/7],http://61.85.197.53:1935/jtv_live/myStream/playlist.m3u8
SBS KNN (1080p) [Not 24/7],https://stream1.knn.co.kr/hls/9ly4534y7dm2xfa123r2_tv/index.m3u8
